evaluation,method,instance
SV,FA_opt.json,007_18nodes_random7regular.json
SV,FA_opt.json,007_18nodes_random8regular.json
SV,FA_opt.json,007_18nodes_random9regular.json
SV,FA_opt.json,007_19nodes_random4regular.json
SV,FA_opt.json,007_19nodes_random6regular.json
SV,FA_opt.json,007_19nodes_random8regular.json
SV,F.json,006_10nodes_random3regular.json
SV,F.json,006_10nodes_random4regular.json
SV,F.json,006_10nodes_random5regular.json
SV,F.json,006_10nodes_random6regular.json
SV,F.json,006_10nodes_random7regular.json
SV,F.json,006_10nodes_random8regular.json
SV,F.json,006_10nodes_random9regular.json
SV,F.json,006_11nodes_random4regular.json
SV,F.json,006_11nodes_random6regular.json
SV,F.json,006_11nodes_random8regular.json
SV,F.json,006_12nodes_random3regular.json
SV,F.json,006_12nodes_random4regular.json
SV,F.json,006_12nodes_random5regular.json
SV,F.json,006_12nodes_random6regular.json
SV,F.json,006_12nodes_random7regular.json
SV,F.json,006_12nodes_random8regular.json
SV,F.json,006_12nodes_random9regular.json
SV,F.json,006_13nodes_random4regular.json
SV,F.json,006_13nodes_random6regular.json
SV,F.json,006_13nodes_random8regular.json
SV,F.json,006_14nodes_random3regular.json
SV,F.json,006_14nodes_random4regular.json
SV,F.json,006_14nodes_random5regular.json
SV,F.json,006_14nodes_random6regular.json
SV,F.json,006_14nodes_random7regular.json
SV,F.json,006_14nodes_random8regular.json
SV,F.json,006_14nodes_random9regular.json
SV,F.json,006_15nodes_random4regular.json
SV,F.json,006_15nodes_random6regular.json
SV,F.json,006_15nodes_random8regular.json
SV,F.json,006_16nodes_random3regular.json
SV,F.json,006_16nodes_random4regular.json
SV,F.json,006_16nodes_random5regular.json
SV,F.json,006_16nodes_random6regular.json
SV,F.json,006_16nodes_random7regular.json
SV,F.json,006_16nodes_random8regular.json
SV,F.json,006_16nodes_random9regular.json
SV,F.json,006_17nodes_random4regular.json
SV,F.json,006_17nodes_random6regular.json
SV,F.json,006_17nodes_random8regular.json
SV,F.json,006_18nodes_random3regular.json
SV,F.json,006_18nodes_random4regular.json
SV,F.json,006_18nodes_random5regular.json
SV,F.json,006_18nodes_random6regular.json
SV,F.json,006_18nodes_random7regular.json
SV,F.json,006_18nodes_random8regular.json
SV,F.json,006_18nodes_random9regular.json
SV,F.json,006_19nodes_random4regular.json
SV,F.json,006_19nodes_random6regular.json
SV,F.json,006_19nodes_random8regular.json
SV,F.json,007_10nodes_random3regular.json
SV,F.json,007_10nodes_random4regular.json
SV,F.json,007_10nodes_random5regular.json
SV,F.json,007_10nodes_random6regular.json
SV,F.json,007_10nodes_random7regular.json
SV,F.json,007_10nodes_random8regular.json
SV,F.json,007_10nodes_random9regular.json
SV,F.json,007_11nodes_random4regular.json
SV,F.json,007_11nodes_random6regular.json
SV,F.json,007_11nodes_random8regular.json
SV,F.json,007_12nodes_random3regular.json
SV,F.json,007_12nodes_random4regular.json
SV,F.json,007_12nodes_random5regular.json
SV,F.json,007_12nodes_random6regular.json
SV,F.json,007_12nodes_random7regular.json
SV,F.json,007_12nodes_random8regular.json
SV,F.json,007_12nodes_random9regular.json
SV,F.json,007_13nodes_random4regular.json
SV,F.json,007_13nodes_random6regular.json
SV,F.json,007_13nodes_random8regular.json
SV,F.json,007_14nodes_random3regular.json
SV,F.json,007_14nodes_random4regular.json
SV,F.json,007_14nodes_random5regular.json
SV,F.json,007_14nodes_random6regular.json
SV,F.json,007_14nodes_random7regular.json
SV,F.json,007_14nodes_random8regular.json
SV,F.json,007_14nodes_random9regular.json
SV,F.json,007_15nodes_random4regular.json
SV,F.json,007_15nodes_random6regular.json
SV,F.json,007_15nodes_random8regular.json
SV,F.json,007_16nodes_random3regular.json
SV,F.json,007_16nodes_random4regular.json
SV,F.json,007_16nodes_random5regular.json
SV,F.json,007_16nodes_random6regular.json
SV,F.json,007_16nodes_random7regular.json
SV,F.json,007_16nodes_random8regular.json
SV,F.json,007_16nodes_random9regular.json
SV,F.json,007_17nodes_random4regular.json
SV,F.json,007_17nodes_random6regular.json
SV,F.json,007_17nodes_random8regular.json
SV,F.json,007_18nodes_random3regular.json
SV,F.json,007_18nodes_random4regular.json
SV,F.json,007_18nodes_random5regular.json
SV,F.json,007_18nodes_random6regular.json
SV,F.json,007_18nodes_random7regular.json
SV,F.json,007_18nodes_random8regular.json
SV,F.json,007_18nodes_random9regular.json
SV,F.json,007_19nodes_random4regular.json
SV,F.json,007_19nodes_random6regular.json
SV,F.json,007_19nodes_random8regular.json
