,evaluation,with_aer,method,depth,graph_type,evaluation_label,method_label,instance
701,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
687,SV,,LR_SV_angle_opt.json,6,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
671,SV,,LR_SV_angle_opt.json,6,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
899,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
891,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
919,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
896,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
911,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
910,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
897,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
914,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
894,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
892,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
904,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
900,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
898,SV,,LR_SV_angle_opt.json,7,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
890,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
901,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
922,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
917,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
895,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
918,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
912,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
913,SV,,LR_SV_angle_opt.json,7,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
923,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
889,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
902,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
916,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
920,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
907,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
924,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
905,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
906,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
915,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
903,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
908,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
888,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
921,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
909,SV,,LR_SV_angle_opt.json,7,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
893,SV,,LR_SV_angle_opt.json,7,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
824,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
817,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
846,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
822,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
837,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
836,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
823,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
840,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
820,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
818,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
830,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
826,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
825,SV,,LR_SV_angle_opt.json,8,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
816,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
827,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
849,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
843,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
821,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
844,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
838,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
839,SV,,LR_SV_angle_opt.json,8,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
848,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
815,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
828,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
842,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
845,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
833,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
850,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
831,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
832,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
841,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
829,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
834,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
814,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
847,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
835,SV,,LR_SV_angle_opt.json,8,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
819,SV,,LR_SV_angle_opt.json,8,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
639,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
632,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
660,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
637,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
652,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
651,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
640,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
655,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
635,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
633,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
645,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
641,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
638,SV,,LR_SV_angle_opt.json,9,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
631,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
642,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
662,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
658,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
636,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
659,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
653,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
654,SV,,LR_SV_angle_opt.json,9,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
663,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
630,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
643,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
657,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
661,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
648,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
665,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
646,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
647,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
656,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
644,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
649,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
629,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
664,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
650,SV,,LR_SV_angle_opt.json,9,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
634,SV,,LR_SV_angle_opt.json,9,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
861,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,000_1_2_heavyhex_21nodes_weighted.json
854,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,000_20nodes_erdosrenyi20percent.json
882,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,001_1_2_heavyhex_21nodes_weighted.json
859,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_10swap_layers.json
874,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_1swap_layers.json
873,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_2swap_layers.json
860,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_3swap_layers.json
877,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_4swap_layers.json
857,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_5swap_layers.json
855,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_6swap_layers.json
867,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_7swap_layers.json
863,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_8swap_layers.json
862,SV,,LR_SV_angle_opt.json,10,line_to_full,SV,Linear Ramp*,001_20nodes_9swap_layers.json
853,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,001_20nodes_erdosrenyi20percent.json
864,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random3regular.json
885,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random4regular.json
880,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random5regular.json
858,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random6regular.json
881,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random7regular.json
875,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random8regular.json
876,SV,,LR_SV_angle_opt.json,10,random_regular,SV,Linear Ramp*,001_20nodes_random9regular.json
886,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,002_1_2_heavyhex_21nodes_weighted.json
852,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,002_20nodes_erdosrenyi20percent.json
865,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,003_1_2_heavyhex_21nodes_weighted.json
879,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,003_20nodes_erdosrenyi20percent.json
883,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,004_1_2_heavyhex_21nodes_weighted.json
870,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,004_20nodes_erdosrenyi20percent.json
887,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,005_1_2_heavyhex_21nodes_weighted.json
868,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,005_20nodes_erdosrenyi20percent.json
869,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,006_1_2_heavyhex_21nodes_weighted.json
878,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,006_20nodes_erdosrenyi20percent.json
866,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,007_1_2_heavyhex_21nodes_weighted.json
871,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,007_20nodes_erdosrenyi20percent.json
851,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,008_1_2_heavyhex_21nodes_weighted.json
884,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,008_20nodes_erdosrenyi20percent.json
872,SV,,LR_SV_angle_opt.json,10,heavy_hex,SV,Linear Ramp*,009_1_2_heavyhex_21nodes_weighted.json
856,SV,,LR_SV_angle_opt.json,10,erdos_renyi,SV,Linear Ramp*,009_20nodes_erdosrenyi20percent.json
